1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00
3.000000000000000000e+00,3.000000000000000000e+00
4.000000000000000000e+00,3.800000000000000000e+01
5.000000000000000000e+00,1.510000000000000000e+02
6.000000000000000000e+00,1.740000000000000000e+02
7.000000000000000000e+00,3.000000000000000000e+02
8.000000000000000000e+00,4.520000000000000000e+02
9.000000000000000000e+00,4.950000000000000000e+02
1.000000000000000000e+01,5.390000000000000000e+02
1.100000000000000000e+01,6.840000000000000000e+02
1.200000000000000000e+01,7.860000000000000000e+02
1.300000000000000000e+01,9.370000000000000000e+02
1.400000000000000000e+01,1.298000000000000000e+03
1.500000000000000000e+01,1.304000000000000000e+03
1.600000000000000000e+01,1.315000000000000000e+03
1.700000000000000000e+01,1.317000000000000000e+03
1.800000000000000000e+01,1.644000000000000000e+03
1.900000000000000000e+01,1.990000000000000000e+03
2.000000000000000000e+01,2.455000000000000000e+03
2.100000000000000000e+01,2.772000000000000000e+03
2.200000000000000000e+01,2.772000000000000000e+03
2.300000000000000000e+01,3.149000000000000000e+03
2.400000000000000000e+01,3.183000000000000000e+03
2.500000000000000000e+01,3.600000000000000000e+03
2.600000000000000000e+01,3.807000000000000000e+03
2.700000000000000000e+01,3.953000000000000000e+03
2.800000000000000000e+01,4.197000000000000000e+03
2.900000000000000000e+01,4.406000000000000000e+03
3.000000000000000000e+01,5.687000000000000000e+03
3.100000000000000000e+01,5.687000000000000000e+03
3.200000000000000000e+01,6.336000000000000000e+03
3.300000000000000000e+01,6.381000000000000000e+03
3.400000000000000000e+01,8.482000000000000000e+03
3.500000000000000000e+01,8.482000000000000000e+03
3.600000000000000000e+01,9.617000000000000000e+03
3.700000000000000000e+01,9.630000000000000000e+03
3.800000000000000000e+01,9.649000000000000000e+03
3.900000000000000000e+01,1.010900000000000000e+04
4.000000000000000000e+01,1.025900000000000000e+04
4.100000000000000000e+01,1.035200000000000000e+04
4.200000000000000000e+01,1.071800000000000000e+04
4.300000000000000000e+01,1.100800000000000000e+04
4.400000000000000000e+01,1.110300000000000000e+04
4.500000000000000000e+01,1.111700000000000000e+04
4.600000000000000000e+01,1.141100000000000000e+04
4.700000000000000000e+01,1.208600000000000000e+04
4.800000000000000000e+01,1.272100000000000000e+04
4.900000000000000000e+01,1.288800000000000000e+04
5.000000000000000000e+01,1.335100000000000000e+04
5.100000000000000000e+01,1.338900000000000000e+04
5.200000000000000000e+01,1.339000000000000000e+04
5.300000000000000000e+01,1.368000000000000000e+04
5.400000000000000000e+01,1.398400000000000000e+04
5.500000000000000000e+01,1.423400000000000000e+04
5.600000000000000000e+01,1.435900000000000000e+04
5.700000000000000000e+01,1.449100000000000000e+04
5.800000000000000000e+01,1.449800000000000000e+04
5.900000000000000000e+01,1.449900000000000000e+04
6.000000000000000000e+01,1.451000000000000000e+04
6.100000000000000000e+01,1.451400000000000000e+04
6.200000000000000000e+01,1.459800000000000000e+04
6.300000000000000000e+01,1.501500000000000000e+04
6.400000000000000000e+01,1.520400000000000000e+04
6.500000000000000000e+01,1.521800000000000000e+04
6.600000000000000000e+01,1.522600000000000000e+04
6.700000000000000000e+01,1.534400000000000000e+04
6.800000000000000000e+01,1.544000000000000000e+04
6.900000000000000000e+01,1.557000000000000000e+04
7.000000000000000000e+01,1.626900000000000000e+04
7.100000000000000000e+01,1.708700000000000000e+04
7.200000000000000000e+01,1.840200000000000000e+04
7.300000000000000000e+01,1.887100000000000000e+04
7.400000000000000000e+01,2.048700000000000000e+04
7.500000000000000000e+01,2.127800000000000000e+04
7.600000000000000000e+01,2.236400000000000000e+04
7.700000000000000000e+01,2.344100000000000000e+04
7.800000000000000000e+01,2.441800000000000000e+04
7.900000000000000000e+01,2.612100000000000000e+04
8.000000000000000000e+01,2.638000000000000000e+04
8.100000000000000000e+01,2.782400000000000000e+04
8.200000000000000000e+01,2.898800000000000000e+04
8.300000000000000000e+01,3.001200000000000000e+04
8.400000000000000000e+01,3.094000000000000000e+04
8.500000000000000000e+01,3.206400000000000000e+04
8.600000000000000000e+01,3.210400000000000000e+04
8.700000000000000000e+01,3.222000000000000000e+04
8.800000000000000000e+01,3.268100000000000000e+04
8.900000000000000000e+01,3.316200000000000000e+04
9.000000000000000000e+01,3.371700000000000000e+04
9.100000000000000000e+01,3.419400000000000000e+04
9.200000000000000000e+01,3.507600000000000000e+04
9.300000000000000000e+01,3.600100000000000000e+04
9.400000000000000000e+01,3.607000000000000000e+04
9.500000000000000000e+01,3.642800000000000000e+04
9.600000000000000000e+01,3.649600000000000000e+04
9.700000000000000000e+01,3.661300000000000000e+04
9.800000000000000000e+01,3.668500000000000000e+04
9.900000000000000000e+01,3.683100000000000000e+04
1.000000000000000000e+02,3.683900000000000000e+04
1.010000000000000000e+02,3.683900000000000000e+04
1.020000000000000000e+02,3.730200000000000000e+04
1.030000000000000000e+02,3.750800000000000000e+04
1.040000000000000000e+02,3.763300000000000000e+04
1.050000000000000000e+02,3.802500000000000000e+04
1.060000000000000000e+02,3.802500000000000000e+04
1.070000000000000000e+02,3.802500000000000000e+04
1.080000000000000000e+02,3.802500000000000000e+04
1.090000000000000000e+02,3.802500000000000000e+04
1.100000000000000000e+02,3.903400000000000000e+04
1.110000000000000000e+02,3.948100000000000000e+04
1.120000000000000000e+02,3.949500000000000000e+04
1.130000000000000000e+02,3.949800000000000000e+04
1.140000000000000000e+02,3.949900000000000000e+04
1.150000000000000000e+02,3.949800000000000000e+04
1.160000000000000000e+02,3.964800000000000000e+04
1.170000000000000000e+02,3.982100000000000000e+04
1.180000000000000000e+02,4.000200000000000000e+04
1.190000000000000000e+02,4.017100000000000000e+04
1.200000000000000000e+02,4.052900000000000000e+04
1.210000000000000000e+02,4.189000000000000000e+04
1.220000000000000000e+02,4.231000000000000000e+04
1.230000000000000000e+02,4.358400000000000000e+04
1.240000000000000000e+02,4.463600000000000000e+04
1.250000000000000000e+02,4.528100000000000000e+04
1.260000000000000000e+02,4.597700000000000000e+04
1.270000000000000000e+02,4.640500000000000000e+04
1.280000000000000000e+02,4.735700000000000000e+04
1.290000000000000000e+02,4.756400000000000000e+04
1.300000000000000000e+02,4.802200000000000000e+04
1.310000000000000000e+02,4.831300000000000000e+04
1.320000000000000000e+02,4.881200000000000000e+04
1.330000000000000000e+02,4.932600000000000000e+04
1.340000000000000000e+02,4.950900000000000000e+04
1.350000000000000000e+02,4.999700000000000000e+04
1.360000000000000000e+02,5.048100000000000000e+04
1.370000000000000000e+02,5.065800000000000000e+04
1.380000000000000000e+02,5.071300000000000000e+04
1.390000000000000000e+02,5.073000000000000000e+04
1.400000000000000000e+02,5.073000000000000000e+04
1.410000000000000000e+02,5.073000000000000000e+04
1.420000000000000000e+02,5.119000000000000000e+04
1.430000000000000000e+02,5.131500000000000000e+04
1.440000000000000000e+02,5.156300000000000000e+04
1.450000000000000000e+02,5.187800000000000000e+04
1.460000000000000000e+02,5.239800000000000000e+04
1.470000000000000000e+02,5.247200000000000000e+04
1.480000000000000000e+02,5.272400000000000000e+04
1.490000000000000000e+02,5.298600000000000000e+04
1.500000000000000000e+02,5.308900000000000000e+04
1.510000000000000000e+02,5.356900000000000000e+04
1.520000000000000000e+02,5.424200000000000000e+04
1.530000000000000000e+02,5.488200000000000000e+04
1.540000000000000000e+02,5.488200000000000000e+04
1.550000000000000000e+02,5.488200000000000000e+04
1.560000000000000000e+02,5.488200000000000000e+04
1.570000000000000000e+02,5.488200000000000000e+04
1.580000000000000000e+02,5.657800000000000000e+04
1.590000000000000000e+02,5.709100000000000000e+04
1.600000000000000000e+02,5.725400000000000000e+04
1.610000000000000000e+02,5.749000000000000000e+04
1.620000000000000000e+02,5.769500000000000000e+04
1.630000000000000000e+02,5.789700000000000000e+04
1.640000000000000000e+02,5.790400000000000000e+04
1.650000000000000000e+02,5.790400000000000000e+04
1.660000000000000000e+02,5.883600000000000000e+04
1.670000000000000000e+02,5.902300000000000000e+04
1.680000000000000000e+02,5.906300000000000000e+04
1.690000000000000000e+02,5.917000000000000000e+04
1.700000000000000000e+02,5.919400000000000000e+04
1.710000000000000000e+02,5.919500000000000000e+04
1.720000000000000000e+02,5.951200000000000000e+04
1.730000000000000000e+02,5.971100000000000000e+04
1.740000000000000000e+02,6.004600000000000000e+04
1.750000000000000000e+02,6.006100000000000000e+04
1.760000000000000000e+02,6.087100000000000000e+04
1.770000000000000000e+02,6.088900000000000000e+04
1.780000000000000000e+02,6.089000000000000000e+04
1.790000000000000000e+02,6.126500000000000000e+04
1.800000000000000000e+02,6.167700000000000000e+04
1.810000000000000000e+02,6.236800000000000000e+04
1.820000000000000000e+02,6.266800000000000000e+04
1.830000000000000000e+02,6.291700000000000000e+04
1.840000000000000000e+02,6.304800000000000000e+04
1.850000000000000000e+02,6.304900000000000000e+04
1.860000000000000000e+02,6.325000000000000000e+04
1.870000000000000000e+02,6.358300000000000000e+04
1.880000000000000000e+02,6.419300000000000000e+04
1.890000000000000000e+02,6.432400000000000000e+04
1.900000000000000000e+02,6.448200000000000000e+04
1.910000000000000000e+02,6.449800000000000000e+04
1.920000000000000000e+02,6.450100000000000000e+04
1.930000000000000000e+02,6.476000000000000000e+04
1.940000000000000000e+02,6.508200000000000000e+04
1.950000000000000000e+02,6.519800000000000000e+04
1.960000000000000000e+02,6.543400000000000000e+04
1.970000000000000000e+02,6.568900000000000000e+04
1.980000000000000000e+02,6.570500000000000000e+04
